seq,number,name,algorithm,algorithm_id,information,correct_user,submission_cnt,correct_rate,level,avg_try,time_limit,memory_limit
5469,17833,홍익대학교 지하캠퍼스,"그래프 이론,다익스트라","7,22","출처,분류",39,128,33.913000000000004,16,2.95,1 초,256 MB
5470,20132,Parity Constraint Minimum Spanning Tree,"그래프 이론,트리,최소 스패닝 트리,최소 공통 조상","7,120,49,41","출처,분류",38,76,54.286,21,1.84,1 초,1024 MB
5471,4222,Mining Your Own Business,"그래프 이론,단절점과 단절선,이중 연결 요소","7,4,153","출처,다국어,분류",38,187,22.221999999999998,22,4.5,5 초,128 MB
5472,9874,Wormholes,"그래프 이론,그래프 탐색,브루트포스 알고리즘,백트래킹","7,11,125,5","출처,다국어,분류",38,105,46.341,13,2.16,1 초,128 MB
5473,10957,Pipes,"그래프 이론,자료 구조,분리 집합,단절점과 단절선","7,175,81,4","스페셜 저지,출처,다국어,분류",38,275,21.590999999999998,21,4.63,2 초,32 MB
5474,12880,그래프 차이 최소,"그래프 이론,이분 탐색,두 포인터,강한 연결 요소","7,12,80,76",분류,38,183,28.148000000000003,18,3.55,2 초,512 MB
5475,14285,간선 끊어가기,"그래프 이론,다익스트라","7,22",분류,38,153,36.893,18,2.71,2 초,512 MB
5476,20313,출퇴근,"그래프 이론,다익스트라","7,22","서브태스크,출처,다국어,분류",38,199,22.892,13,4.37,1 초,1024 MB
5477,20504,I번은 쉬운 문제,"그래프 이론,강한 연결 요소","7,76","출처,분류",38,94,50.667,18,1.97,1 초,1024 MB
5478,7045,Tree Cutting,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","출처,다국어,분류",37,60,71.154,13,1.41,1 초,128 MB
5479,10335,There is No Alternative,"그래프 이론,단절점과 단절선","7,4","출처,다국어,분류",37,97,42.528999999999996,18,2.35,3 초,256 MB
5480,10723,판게아 1,"그래프 이론,최소 스패닝 트리","7,49","출처,분류",37,226,27.006999999999998,15,3.7,20 초,256 MB
5481,11749,형제 게임,"그래프 이론,게임 이론","7,140","출처,다국어,분류",37,160,27.82,17,3.59,2 초,256 MB
5482,13157,Routing,"그래프 이론,다익스트라","7,22","출처,다국어,분류",37,80,54.412,13,1.84,2 초,512 MB
5483,20160,야쿠르트 아줌마 야쿠르트 주세요,"그래프 이론,다익스트라","7,22","출처,분류",37,153,28.03,12,3.57,1 초,1024 MB
5484,1148,단어 만들기,"그래프 이론,문자열,그래프 탐색","7,158,11","출처,다국어,분류",36,141,37.895,10,2.64,1 초,128 MB
5485,3748,Lucky cities,"그래프 이론,단절점과 단절선,이중 연결 요소","7,4,153","출처,다국어,분류",36,173,23.840999999999998,20,4.19,1 초,128 MB
5486,15978,족보,"그래프 이론,자료 구조,그래프 탐색,분리 집합","7,175,11,81","서브태스크,출처,분류",36,190,30.0,24,3.33,2 초,512 MB
5487,20420,화살표 미로 (Normal),"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,분류",36,121,42.857,14,2.33,3 초,512 MB
5488,1523,종점,"그래프 이론,브루트포스 알고리즘","7,125",분류,35,137,32.407,17,3.09,2 초,128 MB
5489,6229,Bronze Lilypad Pond,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",35,57,61.403999999999996,8,1.63,1 초,128 MB
5490,10133,Ant colony,"그래프 이론,그래프 탐색,트리,이분 탐색,깊이 우선 탐색","7,11,120,12,127","출처,다국어,분류",35,113,36.082,18,2.77,3 초,256 MB
5491,10960,"Calvinball championship, again 1","그래프 이론,브루트포스 알고리즘","7,125","스페셜 저지,출처,다국어,분류",35,75,68.627,6,1.46,1 초,256 MB
5492,11677,Promotions,"그래프 이론,위상 정렬","7,78","출처,다국어,분류",35,106,54.688,18,1.83,2 초,256 MB
5493,16294,Bee Problem,"그래프 이론,그래프 탐색,너비 우선 탐색,깊이 우선 탐색","7,11,126,127","출처,다국어,분류",35,78,53.03,11,1.89,2 초,512 MB
5494,18193,비행기 타고 가요,"그래프 이론,자료 구조,세그먼트 트리,다익스트라,우선순위 큐","7,175,65,22,59","출처,분류",35,358,15.152000000000001,22,6.6,2 초 (추가 시간 없음),1024 MB
5495,18253,최단경로와 쿼리,"그래프 이론,다익스트라,분할 정복","7,22,24","출처,분류",35,230,20.115,23,4.97,5 초,512 MB
5496,1178,간선 추가,"그래프 이론,오일러 경로","7,93",분류,34,369,34.0,15,2.94,2 초,128 MB
5497,6166,Meteor Shower,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",34,184,21.795,13,4.59,1 초,128 MB
5498,7040,밥 먹기,"그래프 이론,그리디 알고리즘,벨만–포드","7,33,10","출처,분류",34,139,33.663000000000004,19,2.97,1 초,128 MB
5499,11095,Torn To Pieces,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",34,138,33.663000000000004,7,2.97,2 초,256 MB
5500,15316,현수시티,"그래프 이론,자료 구조,분리 집합,분할 정복,오프라인 쿼리,오프라인 동적 연결성 판정","7,175,81,24,123,52","출처,분류",34,122,35.417,21,2.82,1 초,512 MB
5501,2125,좀,"그래프 이론,기하학,다익스트라,볼록 다각형 내부의 점 판정","7,100,22,56","스페셜 저지,출처,다국어,분류",33,190,25.984,23,3.85,2 초,128 MB
5502,6444,스프레드시트,"그래프 이론,문자열,그래프 탐색,깊이 우선 탐색,파싱,위상 정렬","7,158,11,127,96,78","출처,다국어,분류",33,289,18.132,19,5.52,1 초,128 MB
5503,9540,Draughts,"그래프 이론,그래프 탐색,깊이 우선 탐색,백트래킹","7,11,127,5","출처,다국어,분류",33,108,34.021,10,2.94,2 초,128 MB
5504,12287,Bad Horse (Small2),그래프 이론,7,"출처,다국어,분류",33,49,76.744,12,1.3,5 초,512 MB
5505,12744,팬케이크 쌓기,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,분류",33,131,34.021,13,2.94,2 초,256 MB
5506,12823,Critical Projects,"그래프 이론,위상 정렬","7,78","출처,다국어,분류",33,124,31.429000000000002,23,3.18,0.6 초,32 MB
5507,5873,Distant Pastures,"그래프 이론,브루트포스 알고리즘,다익스트라","7,125,22","출처,다국어,분류",32,85,49.231,13,2.03,1 초,128 MB
5508,6672,Electricity,"그래프 이론,단절점과 단절선,이중 연결 요소","7,4,153","출처,다국어,분류",32,162,35.165,17,2.84,1 초,128 MB
5509,7827,Transitive Closure,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","출처,다국어,분류",32,76,48.485,10,2.06,1 초,128 MB
5510,15762,Multiplayer Moo,"그래프 이론,자료 구조,그래프 탐색,너비 우선 탐색,트리를 사용한 집합과 맵","7,175,11,126,74","출처,다국어,분류",32,185,26.666999999999998,18,3.75,2 초,512 MB
5511,1154,팀 편성,"그래프 이론,그래프 탐색","7,11","스페셜 저지,분류",31,142,31.313000000000002,16,3.19,2 초,128 MB
5512,6197,Roadblocks,"그래프 이론,다익스트라","7,22","출처,다국어,분류",31,104,41.891999999999996,15,2.39,1 초,128 MB
5513,7143,데이터 만들기 4,"그래프 이론,다익스트라,애드 혹","7,22,109","스페셜 저지,출처,분류",31,85,49.206,20,2.03,1 초,128 MB
5514,13502,단어퍼즐 2,"그래프 이론,자료 구조,그래프 탐색,트리,너비 우선 탐색,깊이 우선 탐색,비트마스킹,트라이","7,175,11,120,126,127,14,79","출처,분류",31,134,32.292,12,3.1,2 초,128 MB
5515,14932,금고 (SAFE),"그래프 이론,자료 구조,그래프 탐색,분리 집합","7,175,11,81","출처,분류",31,196,28.971999999999998,17,3.45,2 초,512 MB
5516,16307,Driver Disagreement,"그래프 이론,자료 구조,그래프 탐색,너비 우선 탐색,분리 집합","7,175,11,126,81","출처,다국어,분류",31,57,70.455,25,1.42,2 초,512 MB
5517,16314,Kingpin Escape,"그래프 이론,그래프 탐색,트리,깊이 우선 탐색,구성적","7,11,120,127,128","스페셜 저지,출처,다국어,분류",31,113,33.333,19,3.0,2 초,512 MB
5518,18170,두 동전 언리미티드,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126",분류,31,44,86.111,13,1.16,0.5 초,512 MB
5519,20158,사장님 달려가고 있습니다,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,분류",31,368,14.623,15,6.84,1 초,1024 MB
5520,4672,Don't Get Rooked,"그래프 이론,그래프 탐색,너비 우선 탐색,백트래킹","7,11,126,5","출처,다국어,분류",30,87,44.776,12,2.23,1 초,128 MB
5521,5257,timeismoney,"그래프 이론,기하학,최소 스패닝 트리,볼록 껍질","7,100,49,20","스페셜 저지,출처,다국어,분류",30,141,28.570999999999998,26,3.5,1 초,128 MB
5522,13149,Knapsack in a Globalized World,"그래프 이론,다익스트라,배낭 문제","7,22,148","출처,다국어,분류",30,93,37.037,18,2.7,2 초,512 MB
5523,16227,의약품 수송,"그래프 이론,다익스트라","7,22","출처,분류",30,100,45.455,14,2.2,1 초 (추가 시간 없음),1024 MB
5524,16707,American Tour,"그래프 이론,다익스트라,최대 유량,최소 비용 최대 유량,벨만–포드","7,22,45,48,10","출처,분류",30,269,30.303,18,3.3,1 초,256 MB
5525,17101,Dynamic Centroid,"그래프 이론,자료 구조,세그먼트 트리,트리,최소 공통 조상,Heavy-light 분할,오일러 경로 테크닉","7,175,65,120,41,35,150",분류,30,93,50.0,21,2.0,1.5 초 (추가 시간 없음),512 MB
5526,2416,문,"그래프 이론,강한 연결 요소,2-SAT","7,76,1","스페셜 저지,출처,다국어,분류",29,189,21.642,18,4.62,1 초,128 MB
5527,10530,Flowery Trails,"그래프 이론,다익스트라","7,22","출처,다국어,분류",29,76,64.444,13,1.55,2 초,256 MB
5528,11617,Export Estimate,"그래프 이론,자료 구조,분리 집합,오프라인 쿼리","7,175,81,123","출처,다국어,분류",29,62,58.0,21,1.72,4 초,512 MB
5529,15010,Hoarse Horses,"그래프 이론,그래프 탐색,기하학,선분 교차 판정,오일러 지표 (χ=V-E+F),평면 그래프","7,11,100,42,119,168","출처,다국어,분류",29,143,22.480999999999998,20,4.45,2 초,512 MB
5530,15704,백준 마라톤 대회,"그래프 이론,이분 탐색,다익스트라","7,12,22","서브태스크,분류",29,331,13.004000000000001,15,7.69,2 초  (하단 참고),512 MB
5531,16302,Jurassic Jigsaw,"그래프 이론,최소 스패닝 트리","7,49","스페셜 저지,출처,다국어,분류",29,40,80.556,14,1.24,1 초,512 MB
5532,1667,지민이의 테러 Season IV,"그래프 이론,자료 구조,다익스트라,트리를 사용한 집합과 맵","7,175,22,74","출처,다국어,분류",28,165,22.4,15,4.46,2 초,128 MB
5533,5845,Perimeter,"그래프 이론,자료 구조,그래프 탐색,기하학,깊이 우선 탐색,트리를 사용한 집합과 맵","7,175,11,100,127,74","출처,다국어,분류",28,72,59.574,17,1.68,1 초,128 MB
5534,7907,Bytean Road Race,"그래프 이론,위상 정렬,평면 그래프","7,78,168","출처,다국어,분류",28,66,62.222,24,1.61,3 초,64 MB
5535,8236,Price List,"그래프 이론,다익스트라","7,22","출처,다국어,분류",28,174,24.138,25,4.14,3 초,512 MB
5536,10048,フクロモモンガ,"그래프 이론,다익스트라","7,22","출처,다국어,분류",28,37,84.848,21,1.18,2 초,256 MB
5537,11766,Rings,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",28,103,30.769000000000002,14,3.25,1 초,256 MB
5538,13899,Coordinates,"그래프 이론,그래프 탐색","7,11","스페셜 저지,출처,다국어,분류",28,52,58.333,11,1.71,3 초,512 MB
5539,14166,Robotic Cow Herd,"그래프 이론,자료 구조,그리디 알고리즘,세그먼트 트리,우선순위 큐,퍼시스턴트 세그먼트 트리","7,175,33,65,59,55","출처,다국어,분류",28,81,45.161,23,2.21,2 초,512 MB
5540,16182,Dumae,"그래프 이론,그리디 알고리즘,위상 정렬","7,33,78","스페셜 저지,출처,다국어,분류",28,130,28.283,21,3.54,2 초 (추가 시간 없음),1024 MB
5541,16746,Four-Coloring,"그래프 이론,구성적,평면 그래프","7,128,168","스페셜 저지,출처,다국어,분류",28,183,19.31,26,5.18,2 초,512 MB
5542,17096,Tourist,"그래프 이론,다익스트라,최소 스패닝 트리,위상 정렬","7,22,49,78",분류,28,103,32.558,19,3.07,1 초 (추가 시간 없음),512 MB
5543,18097,Большие перемены,그래프 이론,7,"출처,다국어,분류",28,82,51.852,6,1.93,2 초,512 MB
5544,18303,Bird Watching,"그래프 이론,강한 연결 요소","7,76","출처,다국어,분류",28,71,50.909,19,1.96,3 초,512 MB
5545,20421,화살표 미로 (Hard),"그래프 이론,다익스트라","7,22","출처,분류",28,124,29.787,18,3.36,3 초,512 MB
5546,20668,카트라이더,"그래프 이론,다익스트라,임의 정밀도 / 큰 수 연산","7,22,117","출처,분류",28,232,18.065,14,5.54,1 초,512 MB
5547,2074,거듭제곱 계산하기,"그래프 이론,그래프 탐색,너비 우선 탐색,런타임 전의 전처리","7,11,126,172","다국어,분류",27,151,45.763000000000005,14,2.19,2 초,128 MB
5548,6179,Oh Those Rollers,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","출처,다국어,분류",27,93,30.0,7,3.33,1 초,128 MB
5549,8145,Megalopolis,"그래프 이론,자료 구조,그래프 탐색,세그먼트 트리,트리,깊이 우선 탐색,Heavy-light 분할","7,175,11,65,120,127,35","출처,다국어,분류",27,109,28.125,19,3.56,1 초,128 MB
5550,8193,킹세종,"그래프 이론,애드 혹","7,109","출처,다국어,분류",27,58,49.091,19,2.04,3 초,512 MB
5551,11448,Ga,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",27,50,67.5,6,1.48,1 초,256 MB
5552,13254,연휴,"그래프 이론,그래프 탐색","7,11","스페셜 저지,분류",27,36,84.375,15,1.19,2 초,512 MB
5553,14990,Crowd Control,"그래프 이론,그래프 탐색,이분 탐색,최소 스패닝 트리","7,11,12,49","출처,다국어,분류",27,37,75.0,15,1.33,2 초,512 MB
5554,15264,Gambling Guide,"그래프 이론,다익스트라","7,22","스페셜 저지,출처,다국어,분류",27,85,34.177,21,2.93,3 초,512 MB
5555,16762,The Cow Gathering,"그래프 이론,자료 구조,그래프 탐색,트리,깊이 우선 탐색,최소 공통 조상,희소 배열","7,175,11,120,127,41,84","출처,다국어,분류",27,111,27.273000000000003,22,3.67,2 초,512 MB
5556,19701,소 운전한다.,"그래프 이론,다익스트라","7,22","출처,분류",27,66,56.25,15,1.78,0.5 초,1024 MB
5557,20135,연세 마스크 공장,"그래프 이론,최대 유량","7,45","스페셜 저지,출처,분류",27,87,33.333,22,3.0,1 초,1024 MB
5558,10789,가상 키보드 입력,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",26,102,37.681,17,2.65,4 초,256 MB
5559,11569,신호등,"그래프 이론,다익스트라","7,22","출처,분류",26,220,16.774,16,5.96,1 초,256 MB
5560,15292,Journey from Petersburg to Moscow,"그래프 이론,다익스트라","7,22","출처,다국어,분류",26,175,50.98,24,1.96,3 초,512 MB
5561,15777,Xtreme NP-hard Problem?!,"그래프 이론,애드 혹,Case work,중간에서 만나기","7,109,137,46","서브태스크,출처,다국어,분류",26,218,16.352,22,6.12,5 초 (추가 시간 없음),1024 MB
5562,16143,선형대수학과 응용,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","서브태스크,출처,분류",26,88,59.091,18,1.69,2 초 (추가 시간 없음),256 MB
5563,1220,MEGACITY,"그래프 이론,그래프 탐색,다익스트라,값 / 좌표 압축","7,11,22,161","출처,다국어,분류",25,342,15.432,21,6.48,3 초,512 MB
5564,5048,Getting Gold,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",25,103,40.323,12,2.48,1 초,128 MB
5565,5975,Pathfinding,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",25,69,45.455,9,2.2,1 초,128 MB
5566,5978,Odd degrees,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","스페셜 저지,출처,다국어,분류",25,89,40.323,20,2.48,1 초,128 MB
5567,6004,The Chivalrous Cow,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",25,38,67.568,8,1.48,1 초,128 MB
5568,9337,Flood-It,"그래프 이론,그리디 알고리즘,그래프 탐색,브루트포스 알고리즘","7,33,11,125","출처,다국어,분류",25,60,58.14,12,1.72,2 초,128 MB
5569,9347,울타리,"그래프 이론,그래프 탐색,너비 우선 탐색,다익스트라,0-1 너비 우선 탐색","7,11,126,22,176","출처,다국어,분류",25,122,36.232,13,2.76,2 초,64 MB
5570,10038,Dueling GPSs,"그래프 이론,다익스트라","7,22","출처,다국어,분류",25,60,44.643,15,2.24,1 초,128 MB
5571,10056,Metal Processing Plant,"그래프 이론,자료 구조,이분 탐색,분리 집합,강한 연결 요소,2-SAT","7,175,12,81,76,1","출처,다국어,분류",25,148,21.186,25,4.72,4 초,128 MB
5572,10724,판게아 2,"그래프 이론,트리,분할 정복,오프라인 쿼리,최소 스패닝 트리,링크/컷 트리","7,120,24,123,49,98","출처,분류",25,112,32.895,26,3.04,20 초,256 MB
5573,10883,분할,"그래프 이론,자료 구조,그래프 탐색,너비 우선 탐색,트리를 사용한 집합과 맵,해시를 사용한 집합과 맵","7,175,11,126,74,136","출처,분류",25,228,16.779,18,5.96,1 초,256 MB
5574,12022,짝,그래프 이론,7,"스페셜 저지,출처,분류",25,102,48.077,20,2.08,3 초,128 MB
5575,12750,Park,"그래프 이론,자료 구조,기하학,분리 집합,오프라인 쿼리,최소 스패닝 트리,작은 집합에서 큰 집합으로 합치는 테크닉","7,175,100,81,123,49,169","출처,다국어,분류",25,69,40.983999999999995,22,2.44,2.5 초,256 MB
5576,12896,스크루지 민호,"그래프 이론,그래프 탐색,트리","7,11,120",분류,25,81,37.313,13,2.68,2 초,512 MB
5577,13290,Big Truck,"그래프 이론,다익스트라","7,22","출처,다국어,분류",25,37,78.125,13,1.28,2 초,512 MB
5578,15020,Emptying the Baltic,"그래프 이론,다익스트라","7,22","출처,다국어,분류",25,63,48.077,14,2.08,3 초,512 MB
5579,15110,Security Badge,"그래프 이론,그래프 탐색,너비 우선 탐색,스위핑","7,11,126,106","출처,다국어,분류",25,49,58.14,16,1.72,3 초,512 MB
5580,20549,인덕이의 고민,"그래프 이론,다익스트라,비트마스킹","7,22,14","출처,분류",25,99,35.211,15,2.84,2 초,256 MB
5581,3204,커플 깨기,"그래프 이론,오일러 경로","7,93","스페셜 저지,출처,다국어,분류",24,106,28.570999999999998,20,3.5,2 초,128 MB
5582,3526,이상적인 경로,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",24,176,19.2,15,5.21,1 초,128 MB
5583,5876,Horseshoes,"그래프 이론,그래프 탐색,브루트포스 알고리즘,너비 우선 탐색,깊이 우선 탐색,재귀","7,11,125,126,127,62","출처,다국어,분류",24,50,50.0,9,2.0,1 초,128 MB
5584,5937,Chocolate Milk,"그래프 이론,위상 정렬","7,78","출처,다국어,분류",24,87,31.169,13,3.21,1 초,128 MB
5585,6523,요세푸스 한 번 더!,"그래프 이론,자료 구조","7,175","출처,다국어,분류",24,47,58.537,15,1.71,2 초,128 MB
5586,8073,Road Net,"그래프 이론,브루트포스 알고리즘","7,125","출처,다국어,분류",24,35,80.0,6,1.25,1 초,128 MB
5587,10099,Portals,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",24,85,36.364000000000004,18,2.75,1 초,256 MB
5588,10533,Ricochet Robots,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",24,49,61.538000000000004,18,1.63,1 초,256 MB
5589,11589,ARTUR,"그래프 이론,기하학,위상 정렬","7,100,78","스페셜 저지,출처,다국어,분류",24,134,20.0,18,5.0,1 초,64 MB
5590,11678,Black Vienna,"그래프 이론,강한 연결 요소,2-SAT","7,76,1","출처,다국어,분류",23,50,62.162,19,1.61,1 초,256 MB
5591,11755,Routing a Marathon Race,"그래프 이론,그래프 탐색,백트래킹","7,11,5","출처,다국어,분류",24,53,46.153999999999996,23,2.17,3 초,256 MB
5592,12912,트리 수정,"그래프 이론,그래프 탐색,트리","7,11,120",분류,24,62,42.105,15,2.38,2 초,512 MB
5593,15060,Imperial roads,"그래프 이론,트리,최소 스패닝 트리,최소 공통 조상","7,120,49,41","출처,다국어,분류",24,41,75.0,19,1.33,1 초,1024 MB
5594,15414,Ingredients,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",24,53,48.98,14,2.04,4 초,512 MB
5595,15768,Duathlon,"그래프 이론,그래프 탐색,깊이 우선 탐색,이중 연결 요소","7,11,127,153","출처,다국어,분류",24,71,40.678000000000004,24,2.46,1 초,1024 MB
5596,16312,"In Case of an Invasion, Please. . .","그래프 이론,이분 탐색,다익스트라,최대 유량,홀의 결혼 정리","7,12,22,45,34","출처,다국어,분류",24,51,54.545,22,1.83,3.5 초,512 MB
5597,16696,Clockwork ||ange,"그래프 이론,그래프 탐색,너비 우선 탐색,깊이 우선 탐색,비트마스킹","7,11,126,127,14","출처,다국어,분류",24,122,24.741999999999997,11,4.04,1 초,512 MB
5598,16906,욱제어,"그래프 이론,자료 구조,그리디 알고리즘,그래프 탐색,트리,깊이 우선 탐색,트라이","7,175,33,11,120,127,79","스페셜 저지,분류",24,85,30.769000000000002,16,3.25,1 초,512 MB
5599,2889,레스토랑,"그래프 이론,그래프 탐색,깊이 우선 탐색,구성적,오일러 경로","7,11,127,128,93","스페셜 저지,출처,다국어,분류",23,297,11.110999999999999,22,9.0,1 초,128 MB
5600,5033,Money Matters,"그래프 이론,자료 구조,그래프 탐색,너비 우선 탐색,깊이 우선 탐색,분리 집합","7,175,11,126,127,81","출처,다국어,분류",23,35,74.194,10,1.35,1 초,128 MB
5601,5578,薄氷渡り,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","출처,다국어,분류",23,63,40.351,14,2.48,1 초,128 MB
5602,5915,Simplifying the Farm,"그래프 이론,최소 스패닝 트리","7,49","출처,다국어,분류",23,80,35.385,17,2.83,1 초,128 MB
5603,6185,Clear And Present Danger,"그래프 이론,플로이드–와샬","7,31","출처,다국어,분류",23,33,69.697,11,1.43,1 초,128 MB
5604,10484,Erratic Ants,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",23,62,41.071000000000005,9,2.43,2 초,256 MB
5605,10568,Wormholes,"그래프 이론,플로이드–와샬","7,31","출처,다국어,분류",23,73,37.097,12,2.7,5 초,256 MB
5606,10856,Legacy Code,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",23,45,52.273,9,1.91,1 초,256 MB
5607,14510,Blazing New Trails,"그래프 이론,이분 탐색,최소 스패닝 트리,Alien 트릭","7,12,49,134","출처,다국어,분류",23,143,21.905,24,4.57,2 초,512 MB
5608,15024,Import Spaghetti,"그래프 이론,플로이드–와샬","7,31","스페셜 저지,출처,다국어,분류",23,51,52.273,14,1.91,2 초,512 MB
5609,16183,Electronic Circuit,그래프 이론,7,"출처,다국어,분류",23,49,52.273,21,1.91,1 초 (추가 시간 없음),1024 MB
5610,17154,Dead-End Detector,"그래프 이론,그래프 탐색,너비 우선 탐색,깊이 우선 탐색,위상 정렬","7,11,126,127,78","출처,다국어,분류",23,142,33.333,18,3.0,5 초,512 MB
5611,17242,Kaka & Bebe,"그래프 이론,다익스트라","7,22","출처,분류",23,75,38.333,14,2.61,2.5 초,512 MB
5612,2861,원섭동 사람들,"그래프 이론,위상 정렬","7,78","출처,다국어,분류",22,151,20.951999999999998,17,4.77,1 초,128 MB
5613,3414,Conservation,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",22,61,51.163000000000004,15,1.95,2 초,128 MB
5614,6059,Pasture Walking,"그래프 이론,그래프 탐색,트리,너비 우선 탐색,깊이 우선 탐색,최소 공통 조상,런타임 전의 전처리","7,11,120,126,127,41,172","출처,다국어,분류",22,39,68.75,10,1.45,1 초,128 MB
5615,10264,Particle Swapping,"그래프 이론,트리,이분 탐색,최소 스패닝 트리,최소 공통 조상,병렬 이분 탐색","7,120,12,49,41,54","스페셜 저지,출처,다국어,분류",22,74,33.846,22,2.95,5 초,256 MB
5616,10329,Key to Knowledge,"그래프 이론,중간에서 만나기,양방향 탐색","7,46,129","출처,다국어,분류",22,50,47.826,19,2.09,10 초,256 MB
5617,13379,Far Far Away,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",22,37,61.111000000000004,11,1.64,2 초,512 MB
5618,14283,간선 이어가기,"그래프 이론,최대 유량,최대 유량 최소 컷 정리","7,45,167",분류,22,152,22.449,18,4.45,2 초,512 MB
5619,14808,Pony Express (Large),"그래프 이론,플로이드–와샬","7,31","스페셜 저지,출처,다국어,분류",22,61,40.0,13,2.57,5 초,512 MB
5620,16127,미생물 키우기,"그래프 이론,유향 최소 신장 트리","7,23","출처,분류",22,128,31.429000000000002,24,3.18,2 초 (추가 시간 없음),512 MB
5621,16311,Harry the Hamster,"그래프 이론,다익스트라,게임 이론","7,22,140","출처,다국어,분류",22,63,48.888999999999996,20,2.05,3 초,512 MB
5622,20970,Dance Mooves,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","출처,다국어,분류",22,57,46.809,15,2.14,1 초,512 MB
5623,5378,Hex,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",21,44,60.0,11,1.67,1 초,128 MB
5624,5406,"No Smoking, Please","그래프 이론,최대 유량,최대 유량 최소 컷 정리","7,45,167","출처,다국어,분류",21,81,35.0,19,2.86,3 초,512 MB
5625,5590,船旅,그래프 이론,7,"출처,다국어,분류",21,32,87.5,10,1.14,1 초,128 MB
5626,10037,Decorating the Pastures,"그래프 이론,그래프 탐색","7,11","출처,다국어,분류",21,45,55.263000000000005,15,1.81,1 초,128 MB
5627,14475,ヘビの JOI 君,"그래프 이론,다익스트라","7,22","출처,다국어,분류",21,42,67.742,18,1.48,2 초,512 MB
5628,15567,개구리 2,"그래프 이론,강한 연결 요소,2-SAT","7,76,1","스페셜 저지,출처,분류",21,73,43.75,20,2.29,1 초,256 MB
5629,15568,개구리 3,"그래프 이론,강한 연결 요소,2-SAT","7,76,1","스페셜 저지,출처,분류",21,95,34.426,21,2.9,1 초,256 MB
5630,19240,장난감 동맹군,"그래프 이론,그래프 탐색,깊이 우선 탐색","7,11,127","서브태스크,다국어,분류",21,110,27.273000000000003,11,3.67,1.5 초  (하단 참고),256 MB
5631,19606,Escape Room,"그래프 이론,그래프 탐색,너비 우선 탐색","7,11,126","출처,다국어,분류",21,86,30.435,14,3.29,2 초,512 MB
5632,19852,공정한 회의,"그래프 이론,애드 혹,최소 스패닝 트리","7,109,49","출처,분류",21,49,46.667,22,2.14,2 초 (추가 시간 없음),1024 MB
5633,20942,신촌지역 초중고등학생 프로그래밍 대회 동아리 연합 대회,"그래프 이론,강한 연결 요소,2-SAT","7,76,1","스페셜 저지,출처,분류",21,39,56.757,21,1.76,1 초 (추가 시간 없음),1024 MB
5634,20955,민서의 응급 수술,"그래프 이론,자료 구조,그래프 탐색,트리,분리 집합","7,175,11,120,81","출처,분류",21,73,35.0,12,2.86,1 초,1024 MB
5635,1119,그래프,"그래프 이론,그래프 탐색","7,11",분류,20,93,29.412,15,3.4,2 초,128 MB
5636,4722,Underground Cables,"그래프 이론,자료 구조,분리 집합,최소 스패닝 트리","7,175,81,49","스페셜 저지,출처,다국어,분류",20,31,76.923,13,1.3,1 초,128 MB
5637,5382,Quick out of the Harbour,"그래프 이론,다익스트라","7,22","출처,다국어,분류",20,114,27.026999999999997,13,3.7,1 초,128 MB
5638,5861,First!,"그래프 이론,자료 구조,트리,플로이드–와샬,트라이","7,175,120,31,79","출처,다국어,분류",20,111,27.778000000000002,20,3.6,1 초,128 MB
