id,name,information,correct_user,submission_cnt,correct_rate
18946,Ciphertext,"출처,다국어",3,4,100.0
18947,Tree Hull,"출처,다국어,분류",13,33,39.394
18948,Tree Average Weight,"출처,다국어",3,6,50.0
18949,Intersection of Parabolas,"출처,다국어",3,8,37.5
18950,Hamming,"출처,다국어",0,2,0.0
18951,Knapsack,"출처,다국어",1,13,10.0
18952,Algebra on Segment,"출처,다국어",5,15,33.333
18953,Continue the Sequence,"출처,다국어",3,4,75.0
18954,Partition into Teams,"출처,다국어",3,3,100.0
18955,Determinant of a Graph,"출처,다국어,분류",4,5,80.0
18956,Little Q and Big Integers,"출처,다국어,분류",4,8,50.0
18957,Classic Quotation,"출처,다국어",3,3,100.0
18958,Counting Divisors,"출처,다국어",3,3,100.0
18959,Dirt Ratio,"스페셜 저지,출처,다국어,분류",3,3,100.0
18960,Lazy Running,"출처,다국어",2,2,100.0
18961,Logical Chain,"출처,다국어",1,1,100.0
18962,Matching In Multiplication,"출처,다국어",3,3,100.0
18963,Phone Call,"출처,다국어",3,3,100.0
18964,Questionnaire,"스페셜 저지,출처,다국어",4,4,100.0
18965,Security Check,"출처,다국어",2,2,100.0
18966,Alice and Bob (and string): Double Menace,"출처,다국어",0,0,0.0
18967,Bag of Bags,"출처,다국어,분류",4,9,44.444
18968,Circle Union,"스페셜 저지,출처,다국어,분류",8,18,44.444
18969,Different Summands Counting,"출처,다국어,분류",10,18,55.556
18970,Emerging Tree,"스페셜 저지,출처,다국어,분류",2,9,25.0
18971,Fast Travel Coloring,"스페셜 저지,출처,다국어,분류",2,7,50.0
18972,Gnutella Chessmaster,"출처,다국어,분류",2,5,40.0
18973,Halve & Merge,"출처,다국어",4,5,80.0
18974,Interpolate,"스페셜 저지,출처,다국어,분류",4,5,80.0
18975,Jaw-Dropping Set,"출처,다국어,분류",16,48,43.243
18976,Kingdom Connectivity,"스페셜 저지,출처,다국어,분류",5,10,50.0
18977,Maximum Multiple,"출처,다국어",1,2,50.0
18978,Balanced Sequence,"출처,다국어",1,1,100.0
18979,Triangle Partition,"스페셜 저지,출처,다국어",1,3,33.333
18980,Distinct Values,"출처,다국어",1,1,100.0
18981,Maximum Weighted Matching,"출처,다국어",0,0,0.0
18982,Period Sequence,"출처,다국어",1,4,25.0
18983,Chiaki Sequence Revisited,"출처,다국어",1,12,9.091
18984,RMQ Similar Sequence,"출처,다국어",1,3,33.333
18985,Lyndon Substring,"출처,다국어",0,0,0.0
18986,Turn Off The Light,"출처,다국어",0,0,0.0
18987,Time Zone,"출처,다국어",1,1,100.0
18988,Mall,"스페셜 저지,출처,다국어,분류",5,7,71.429
18989,Product,"출처,다국어,언어 제한,분류",2,51,16.667
18990,Keyboard,"출처,다국어,분류",3,5,60.0
18991,Machine Learning,"스페셜 저지,출처,다국어",1,2,50.0
18992,Mosaic,"스페셜 저지,출처,다국어",0,0,0.0
18993,Permutation,"출처,다국어,분류",2,5,40.0
18994,Homework,"출처,다국어,분류",3,7,50.0
18995,Postcards,"출처,다국어",0,0,0.0
18996,Addition,"스페셜 저지,출처,다국어",1,3,33.333
18997,Coaches,"출처,다국어",0,0,0.0
18998,Pastry shop,"출처,다국어,분류",3,3,100.0
18999,Rikka with Linker,"출처,다국어",0,0,0.0
19000,Rikka with Proper Fractions,"출처,다국어,분류",1,5,20.0
19001,Rikka with XOR,"출처,다국어",0,0,0.0
19002,Rikka with Tree Game,"출처,다국어",0,0,0.0
19003,Rikka with Equation,"출처,다국어,분류",1,3,100.0
19004,Rikka with Lines,"출처,다국어",0,0,0.0
19005,Rikka with Bridges,"출처,다국어",0,0,0.0
19006,Rikka with Mutex,"출처,다국어",0,0,0.0
19007,Rikka with Mirror,"출처,다국어",0,0,0.0
19008,Rikka with String,"출처,다국어",0,0,0.0
19009,Equal Digits,"출처,다국어",1,1,100.0
19010,Remove the Tree,"출처,다국어,분류",2,2,100.0
19011,Unseen Segments,"출처,다국어",2,2,100.0
19012,Road Connectivity,"출처,다국어,분류",1,1,100.0
19013,Binary String,"출처,다국어,인터랙티브",3,37,9.677
19014,Fair Competition,"출처,다국어,인터랙티브",0,11,0.0
19015,Token and Dice,"출처,다국어,인터랙티브",0,0,0.0
19016,Convex Region,"출처,다국어,인터랙티브",0,0,0.0
19017,Automorphism,"출처,다국어",1,1,100.0
19018,Border,"출처,다국어",0,0,0.0
19019,Convolution,"출처,다국어,분류",1,1,100.0
19020,Decomposition,"출처,다국어",2,8,25.0
19021,Edit,"출처,다국어",0,0,0.0
19022,Flow,"출처,다국어",0,3,0.0
19023,Good Game,"출처,다국어",0,0,0.0
19024,Hamilton Path,"출처,다국어",1,24,4.545
19025,Time to get up!,"출처,다국어,분류",8,11,80.0
19026,Jump Jump Jump,"출처,다국어",0,0,0.0
19027,Knight,"출처,다국어",0,0,0.0
19028,Link Cut Digraph,"출처,다국어,분류",11,30,37.931
19029,Another FizzBuzz Task,"출처,다국어,분류",1,3,33.333
19030,Bingo,"출처,다국어",1,1,100.0
19031,Communication Between Robots,"스페셜 저지,출처,다국어",1,15,6.667
19032,Doublindromes,"출처,다국어",1,1,100.0
19033,Exact Arithmetic,"출처,다국어",0,0,0.0
19034,Form the Maximal Set,"출처,다국어",1,1,100.0
19035,Game With Triangles,"스페셜 저지,출처,다국어",0,0,0.0
19036,Hokusai Artworks,"출처,다국어",1,2,100.0
19037,Internet Contents Providing Company,"출처,다국어",1,2,50.0
19038,Japanese Food,"출처,다국어",1,2,50.0
19039,Knights,"출처,다국어",0,0,0.0
19040,Labeled Points,"출처,다국어",0,17,0.0
19041,Wavel Sequence,"출처,다국어",3,3,100.0
19042,Yuno And Claris,"출처,다국어",1,3,50.0
19043,Balance,"스페셜 저지,출처,다국어,분류",7,9,77.778
19044,Entanglement,"출처,다국어",1,1,100.0
19045,Gravity,"출처,다국어",1,1,100.0
19046,Infinite Pattern Matching,"출처,다국어,분류",2,3,66.667
19047,Inheritance,"스페셜 저지,출처,다국어",0,0,0.0
19048,Movies,"출처,다국어",0,0,0.0
19049,Origami,"출처,다국어",2,2,100.0
19050,Qnp,"출처,다국어",0,0,0.0
19051,Salaj,"출처,다국어",2,8,25.0
19052,Taxi,"출처,다국어",2,2,100.0
19053,Tris,"스페셜 저지,출처,다국어",0,0,0.0
19054,Xormites,"출처,다국어",3,5,75.0
19055,Nutella's Life,"출처,다국어,분류",5,12,62.5
19056,Oleg and Data Science,"출처,다국어",2,2,100.0
19057,Christmas Garland,"출처,다국어",2,2,100.0
19058,Anna and Lucky Tickets,"출처,다국어,분류",9,14,75.0
19059,Octopus,"스페셜 저지,출처,다국어,분류",2,2,100.0
19060,Secret Permutation,"출처,다국어,인터랙티브",0,0,0.0
19061,Polygon Rotation,"스페셜 저지,출처,다국어",0,0,0.0
19062,Mikhail's Problem,"출처,다국어",1,1,100.0
19063,Rat-O-Matic,"출처,다국어",1,1,100.0
19064,Readability,"출처,다국어",2,7,28.571
19065,Robotobor,"스페셜 저지,출처,다국어,분류",2,2,100.0
19066,Candies,"출처,다국어",2,2,100.0
19067,Binary Strings,"출처,다국어",1,1,100.0
19068,Sequence,"출처,다국어",2,6,40.0
19069,Rock-Paper-Scissors,"출처,다국어,분류",2,2,100.0
19070,Criminals,"출처,다국어",1,2,50.0
19071,Build the Graph,"출처,다국어,분류",3,4,75.0
19072,Match,"출처,다국어",1,1,100.0
19073,Subsequence Sums,"출처,다국어",1,1,100.0
19074,Nice Numbers,"출처,다국어",1,1,100.0
19075,K-matching,"출처,다국어",2,7,28.571
19076,Competition,"출처,다국어",1,1,100.0
19077,A Place For My Head,"스페셜 저지,출처,다국어,분류",2,3,100.0
19078,New Divide,"출처,다국어,분류",5,6,83.333
19079,Lying From You,"스페셜 저지,출처,다국어",2,5,40.0
19080,Don't Stay,"스페셜 저지,출처,다국어",2,2,100.0
19081,In The End,"출처,다국어",1,1,100.0
19082,From The Inside,"출처,다국어",1,1,100.0
19083,Numb,"스페셜 저지,출처,다국어",2,2,100.0
19084,One Step Closer,"출처,다국어",2,2,100.0
19085,Invisible,"출처,다국어,인터랙티브,분류",3,8,37.5
19086,Leave Out All The Rest,"출처,다국어",2,5,40.0
19087,Faint,"출처,다국어",2,2,100.0
19088,Biggest Number,분류,18,71,58.065
19089,파일 합치기 4,분류,9,56,29.032
19090,Connectivity,"출처,다국어,분류",2,2,100.0
19091,Hotter-colder,"출처,다국어,인터랙티브",3,6,50.0
19092,Painting,"출처,다국어,분류",6,26,24.0
19093,Ones,"스페셜 저지,출처,다국어,분류",6,6,100.0
19094,Seats,"스페셜 저지,출처,다국어",2,3,100.0
19095,Ants,"출처,다국어",0,0,0.0
19096,Permutation,"스페셜 저지,출처,다국어",3,3,100.0
19097,Primes,"출처,다국어,인터랙티브",3,16,23.077
19098,Vertex covers,"출처,다국어",2,2,100.0
19099,Scheduling,"출처,다국어",2,2,100.0
19100,Shuffle,"출처,다국어",1,1,100.0
19101,Admiral,"출처,다국어",1,1,100.0
19102,Array Challenge,"출처,다국어,분류",3,7,75.0
19103,Boring Game,"출처,다국어",1,1,100.0
19104,Brother and Sister,"출처,다국어",2,2,100.0
19105,Cube Summation,"출처,다국어",1,2,50.0
19106,Function Counting,"출처,다국어",3,10,30.0
19107,Jacana Numbers,"출처,다국어,분류",3,29,11.538
19108,Monkeys,"출처,다국어",2,7,100.0
19109,Rotating Line,"출처,다국어,분류",3,60,5.085
19110,Schedule,"출처,다국어",3,4,75.0
19111,Two Paths,"출처,다국어",2,2,100.0
19112,Master Zhu and Magic Numbers,"출처,다국어",1,1,100.0
19113,Master Zhu and Chessboard,"출처,다국어",1,1,100.0
19114,Master Zhu and Candies,"출처,다국어",2,2,100.0
19115,Master Zhu and Rikka,"출처,다국어",1,1,100.0
19116,Master Zhu and Palindromes,"출처,다국어",1,4,100.0
19117,Master Zhu and Video,"출처,다국어",2,4,50.0
19118,Master Zhu and Polygons,"출처,다국어",2,3,66.667
19119,Master Zhu and Root,"출처,다국어",1,1,100.0
19120,Master Zhu and Binary Trees,"출처,다국어",1,1,100.0
19121,Master Zhu and Instability,"출처,다국어",1,1,100.0
19122,Master Zhu and Math Problem,"출처,다국어",1,1,100.0
19123,Master Zhu and the Leaper,"출처,다국어",1,1,100.0
19124,Binomial Coefficient,"출처,다국어,분류",6,9,100.0
19125,Bipartite Graph Coloring,"출처,다국어",2,3,100.0
19126,Random Points,"출처,다국어",1,23,4.348
19127,Control Point,"출처,다국어",0,3,0.0
19128,Three Points,"스페셜 저지,출처,다국어,분류",5,5,100.0
19129,Independent Set,"출처,다국어",2,10,22.222
19130,Long Binary Sequence,"출처,다국어",1,5,50.0
19131,Huge Products,"출처,다국어",0,0,0.0
19132,Substring Query,"출처,다국어",1,2,50.0
19133,Subset Sum,"출처,다국어,분류",10,19,62.5
19134,$2x + 2$,"출처,다국어,분류",10,42,52.632
19135,Escape Sequences,"출처,다국어",0,0,0.0
19136,Balls and Holes,"출처,다국어",13,57,44.828
19137,Simple Polygon,"스페셜 저지,출처,다국어,분류",1,1,100.0
19138,GCD vs LCM,"출처,다국어,분류",3,4,75.0
19139,Saddle Point,"출처,다국어",14,41,45.161
19140,Or Max,"출처,다국어",0,0,0.0
19141,Subspace,"출처,다국어",0,0,0.0
19142,Intervals,"출처,다국어",0,0,0.0
19143,Power of XOR,"출처,다국어",0,0,0.0
19144,Aho,"출처,다국어,인터랙티브",0,44,0.0
19145,Banach,"스페셜 저지,출처,다국어",2,2,100.0
19146,Conway,"출처,다국어",0,0,0.0
19147,Dirichlet,"출처,다국어",0,0,0.0
19148,Euclid,"스페셜 저지,출처,다국어",0,0,0.0
19149,Fulkerson,"출처,다국어",7,75,15.556
19150,Galois,"출처,다국어",2,18,11.111
19151,Harary,"출처,다국어",0,0,0.0
19152,Ito,"스페셜 저지,출처,다국어",1,65,1.613
19153,Jordan,"출처,다국어",0,0,0.0
19154,Kolmogorov,"스페셜 저지,출처,다국어",1,1,100.0
19155,Copying Homework,"스페셜 저지,출처,다국어,분류",43,83,76.786
19156,Cleaning Robots,"출처,다국어",1,1,100.0
19157,Even Path,"출처,다국어,분류",21,28,87.5
19158,Find String in a Grid,"출처,다국어",1,1,100.0
19159,Songwriter,"출처,다국어",4,6,100.0
19160,Regular Forestation,"출처,다국어,분류",5,33,62.5
19161,Performance Review,"출처,다국어,분류",6,9,85.714
19162,Twin Buildings,"출처,다국어,분류",9,14,64.286
19163,Mission Possible,"스페셜 저지,출처,다국어",1,1,100.0
19164,Tiling Terrace,"출처,다국어,분류",8,9,100.0
19165,Addition Robot,"출처,다국어,분류",15,30,71.429
19166,Road Construction,"스페셜 저지,출처,다국어,분류",2,2,100.0
19167,Azrael,"스페셜 저지,출처,다국어",0,0,0.0
19168,Brainy,"스페셜 저지,출처,다국어",1,1,100.0
19169,Calendar,"스페셜 저지,출처,다국어,분류",5,21,41.667
19170,Denominations,"출처,다국어,분류",3,3,100.0
19171,Euclid,"스페셜 저지,출처,다국어",4,6,66.667
19172,Flowers,"스페셜 저지,출처,다국어",1,3,100.0
19173,Garden,"스페셜 저지,출처,다국어",3,7,60.0
19174,Hamilton,"스페셜 저지,출처,다국어",3,3,100.0
19175,Invigilation,"출처,다국어,분류",5,5,100.0
19176,Joke,"출처,다국어",4,14,40.0
19177,Klothes,"스페셜 저지,출처,다국어",3,8,50.0
19178,(Smurf)Land protection,"출처,다국어,분류",2,2,100.0
19179,Ladder,"출처,다국어",2,3,100.0
19180,36 Puzzle,"스페셜 저지,출처,다국어",1,1,100.0
19181,Message,"출처,다국어",2,17,13.333
19182,Arithmetic Sequences,"출처,다국어",2,2,100.0
19183,Subsequence,"출처,다국어",1,2,100.0
19184,Algebra is Awesome,"출처,다국어",6,36,21.429
19185,Bus Lines,"출처,다국어",5,22,41.667
19186,Coal Mine,"스페셜 저지,출처,다국어",1,1,100.0
19187,Chocolate is Tasty,"출처,다국어",5,33,16.129
19188,Game,"출처,다국어",2,7,28.571
19189,Tic-tac-toe,"출처,다국어",1,1,100.0
19190,Bermutation,"출처,다국어",0,0,0.0
19191,Grid,"출처,다국어",0,0,0.0
19192,Heap,"출처,다국어",0,0,0.0
19193,Lines,"스페셜 저지,출처,다국어",0,0,0.0
19194,Yet Another Problem About Permutations,"스페셜 저지,출처,다국어",0,0,0.0
19195,Strange Sequence,"출처,다국어",0,0,0.0
19196,Shortest Accepted Word,"스페셜 저지,출처,다국어",0,0,0.0
19197,Work,"스페셜 저지,출처,다국어",0,0,0.0
19198,Ambitious Plan,"출처,다국어",1,1,100.0
19199,Borderless Words,"출처,다국어",1,2,100.0
19200,Catalan Combinatorial Objects,"스페셜 저지,출처,다국어,분류",2,3,100.0
19201,Decomposable Single Word Languages,"스페셜 저지,출처,다국어",1,1,100.0
19202,Elegant Square,"스페셜 저지,출처,다국어",1,1,100.0
19203,Four Colors,"출처,다국어,인터랙티브",1,1,100.0
19204,Greater Number Wins,"스페셜 저지,출처,다국어",1,1,100.0
19205,Higher Math Lesson,"스페셜 저지,출처,다국어",0,0,0.0
19206,Isomorphism,"스페셜 저지,출처,다국어",1,1,100.0
19207,Jinxiety of a Polyomino,"출처,다국어",1,1,100.0
19208,Aarelia Mountains,"출처,다국어",3,6,60.0
19209,"Bar ""Duck""","스페셜 저지,출처,다국어",1,9,12.5
19210,Collections In Containers,"스페셜 저지,출처,다국어",1,2,50.0
19211,1D Spreadsheet,"출처,다국어",4,52,12.121
19212,Even Separation,"스페셜 저지,출처,다국어,분류",13,23,56.522
19213,Fibonacci's Nightmare,"출처,다국어,분류",4,7,66.667
19214,Guess The String,"출처,다국어,인터랙티브",2,2,100.0
19215,Hilbert's Maze,"출처,다국어",2,5,40.0
19216,Infinite Binary Embedding,"출처,다국어",2,3,66.667
19217,Jitterbug,"스페셜 저지,출처,다국어",7,16,53.846
19218,Apprentice Learning Trajectory,"출처,다국어,분류",10,45,34.483
19219,Balls of Buma,"출처,다국어,분류",14,20,70.0
19220,Cactus Revenge,"스페셜 저지,출처,다국어,분류",8,18,47.059
19221,DevOps Best Practices,"스페셜 저지,출처,다국어",3,3,100.0
19222,Elections,"스페셜 저지,출처,다국어,분류",12,15,80.0
19223,Foolprüf Security,"스페셜 저지,출처,다국어,분류",6,6,100.0
19224,Game Relics,"스페셜 저지,출처,다국어,분류",7,18,63.636
19225,Help BerLine,"스페셜 저지,출처,다국어",3,9,37.5
19226,Intriguing Selection,"출처,다국어,인터랙티브,분류",11,50,39.286
19227,Just Arrange the Icons,"출처,다국어,분류",14,21,70.0
19228,Key Storage,"출처,다국어,분류",15,34,51.724
19229,Lexicography,"스페셜 저지,출처,다국어,분류",25,37,67.568
19230,Datum,"출처,다국어,분류",8,21,47.059
19231,Birmingham,"출처,다국어,분류",8,11,72.727
19234,Trener,"출처,다국어,분류",3,15,37.5
19235,모노미노도미노,분류,457,4329,18.562
19236,청소년 상어,분류,1409,3550,61.798
19237,어른 상어,분류,1079,4543,35.447
19238,스타트 택시,분류,1349,10558,19.118
19240,장난감 동맹군,"서브태스크,다국어,분류",21,110,27.273
19241,해적과 보석,"다국어,분류",17,40,45.946
19242,행렬 합,"서브태스크,다국어,분류",2,43,9.091
19243,팀 가르기,"서브태스크,스페셜 저지,다국어,분류",3,10,33.333
19244,괄호 문자열,"서브태스크,다국어,분류",4,8,80.0
19245,XOR,"출처,다국어,분류",9,31,30.0
19246,Tribute,"출처,다국어,분류",10,15,66.667
19247,Boardroom Meeting,"출처,다국어",3,4,75.0
19248,Secret Santa,"출처,다국어",3,3,100.0
19249,Guessing Game,"출처,다국어,분류",7,25,35.0
19250,Flat Earth,"스페셜 저지,출처,다국어,분류",19,31,67.857
19251,We Need More Managers!,"출처,다국어",3,4,75.0
19252,Masterpiece,"출처,다국어",3,3,100.0
19253,Don't Split The Atom!,"출처,다국어,분류",12,23,66.667
19254,Bobby Tables,"스페셜 저지,출처,다국어",3,3,100.0
19255,Triples,"출처,다국어",3,6,50.0
19256,Related Languages,"출처,다국어",3,3,100.0
19257,Airport Check-in,"스페셜 저지,출처,다국어",2,3,66.667
19258,Beyond the Rescue,"출처,다국어",0,0,0.0
19259,Casino Cheating,"출처,다국어,인터랙티브",2,6,100.0
19260,DotA Quals,"스페셜 저지,출처,다국어,분류",4,4,100.0
19261,Enumeration of Tournaments,"출처,다국어,분류",3,4,75.0
19262,Fresh Matrix,"출처,다국어,분류",4,6,66.667
19263,Game of Chairs,"출처,다국어,분류",3,3,100.0
19264,Hung Fu,"스페셜 저지,출처,다국어,분류",5,7,71.429
19265,Is It a p-drome?,"출처,다국어,분류",6,14,46.154
19266,Journey,"출처,다국어",2,3,66.667
19267,Kid's Nightmare,"스페셜 저지,출처,다국어,분류",2,8,40.0
19268,Lazy Student,"출처,다국어",2,2,100.0
19269,Vacant Seat,"출처,다국어,인터랙티브,분류",9,12,81.818
19270,Colorful Doors,"스페셜 저지,출처,다국어",2,5,40.0
19271,Construct Point,"스페셜 저지,출처,다국어,분류",5,31,25.0
19272,Knapsack and Queries,"출처,다국어,분류",3,3,100.0
19273,XorTree,"출처,다국어,분류",8,9,88.889
19274,Antennas On Tree,"출처,다국어,분류",8,15,53.333
19275,Rectangles,"출처,다국어,분류",3,3,100.0
19276,Generalized Insertion Sort,"스페셜 저지,출처,다국어",4,9,66.667
19277,"ADD, DIV, MAX","출처,다국어,분류",26,87,35.135
19278,Simple APSP Problem,"출처,다국어",2,2,100.0
19279,Forest Task,"출처,다국어,분류",4,4,100.0
19280,Ability Draft,"출처,다국어,분류",2,2,100.0
19281,Short Random Problem,"출처,다국어,분류",3,6,100.0
19282,"Block, Stock and Two Smoking Galaxy Notes","스페셜 저지,출처,다국어,분류",3,3,100.0
19283,Lunch Queue,"출처,다국어,분류",7,28,63.636
19284,Oneness,"출처,다국어",1,1,100.0
19285,Shuffle,"출처,다국어,분류",2,2,100.0
19286,Piecewise Linearity,"출처,다국어",1,1,100.0
19287,Sketch,"스페셜 저지,출처,다국어",2,2,100.0
19288,≤ or ≥,"출처,다국어,인터랙티브",1,1,100.0
19289,Stairways,"출처,다국어",11,21,68.75
19290,Hiding a Tree,"스페셜 저지,출처,다국어",2,2,100.0
19291,Donut,"출처,다국어",5,16,41.667
19292,Circular Arrangement,"출처,다국어",2,3,100.0
19293,Earthquake,"스페셜 저지,출처,다국어,분류",1,4,100.0
19294,Dynamic Input Tool,"출처,다국어",7,10,70.0
19295,Central Lake,"스페셜 저지,출처,다국어,분류",1,3,100.0
19296,Computing MDSST,"출처,다국어",2,2,100.0
19297,MST with Metropolis,"출처,다국어,분류",6,21,30.0
19298,Number of Cycles,"스페셜 저지,출처,다국어",1,1,100.0
19299,Sum of Squares of the Occurrence Counts,"출처,다국어,분류",3,4,100.0
19300,Game of Sorting,"출처,다국어",10,26,38.462
19301,Subsequence Queries,"출처,다국어,분류",3,8,60.0
19302,XOR Transformation,"출처,다국어,분류",7,10,87.5
19303,Aftermath,"출처,다국어,분류",6,16,100.0
19304,Believer,"출처,다국어",0,0,0.0
19305,Chalk Outline,"스페셜 저지,출처,다국어",0,0,0.0
19306,Do I Wanna Know?,"출처,다국어",0,0,0.0
19307,Exit Song,"출처,다국어,분류",7,13,63.636
19308,Forever and Always,"스페셜 저지,출처,다국어",0,0,0.0
19309,Gate 21,"출처,다국어",2,2,100.0
19310,Hamilton,"스페셜 저지,출처,다국어",0,1,0.0
19311,I've Got Friends,"스페셜 저지,출처,다국어",0,0,0.0
19312,Joke,"출처,다국어",0,0,0.0
19313,Kids Aren't Alright,"출처,다국어",1,1,100.0
19314,Swap,"출처,다국어",0,0,0.0
19315,Conic Section,"출처,다국어",0,0,0.0
19316,Connected Subgraph,"출처,다국어",0,0,0.0
19317,Hanoi,"출처,다국어",0,0,0.0
19318,Binary String,"출처,다국어",0,0,0.0
19319,Pattern Matching,"출처,다국어",0,0,0.0
19320,Interval Tree,"출처,다국어",0,0,0.0
19321,Longest Increasing Subsequence,"스페셜 저지,출처,다국어,분류",8,11,80.0
19322,Median,"출처,다국어",0,0,0.0
19323,Dogs,"출처,다국어",0,0,0.0
19324,Three Arrays,"출처,다국어,분류",4,8,50.0
19325,Expected Shopping,"출처,다국어",0,0,0.0
19326,Cover the Paths,"스페셜 저지,출처,다국어,분류",7,20,35.0
19327,Elevator,"출처,다국어,분류",3,5,100.0
19328,Code-Cola Plants,"스페셜 저지,출처,다국어,분류",2,2,100.0
19329,GCD,"출처,다국어,분류",2,14,22.222
19330,Berland Post,"스페셜 저지,출처,다국어,분류",3,35,11.538
19331,Compressed Spanning Subtrees,"출처,다국어,인터랙티브,분류",4,4,100.0
19332,Prefix-free Queries,"출처,다국어,분류",1,1,100.0
19333,Subsequence Sum Queries,"출처,다국어,분류",3,3,100.0
19334,Consistent Occurrences,"출처,다국어,분류",2,2,100.0
19335,Increasing Costs,"출처,다국어,분류",7,7,100.0
19336,Mines,"출처,다국어,분류",5,33,21.739
19337,Balls,"출처,다국어",5,8,100.0
19338,Flip a Coin,"스페셜 저지,출처,다국어",1,1,100.0
19339,Octagons,"출처,다국어",1,1,100.0
19340,Tree Paths,"출처,다국어,분류",7,11,70.0
19341,Very New York,"출처,다국어",2,3,66.667
19342,Sheep,"스페셜 저지,출처,다국어",1,2,50.0
19343,Bin Packing,"출처,다국어,분류",10,22,50.0
19344,Statistics,"스페셜 저지,출처,다국어",1,1,100.0
19345,Zigzag,"출처,다국어,분류",2,2,100.0
19346,Knapsack,"출처,다국어",1,3,100.0
19347,The Catcher in the Rye,"스페셜 저지,출처,다국어",2,2,100.0
19348,Dissertation,"출처,다국어,분류",14,41,56.0
19349,Dominoes,"스페셜 저지,출처,다국어",2,2,100.0
19350,Endgame,"출처,다국어",3,10,50.0
19351,Evacuation,"출처,다국어",2,2,100.0
19352,Factory,"스페셜 저지,출처,다국어,분류",4,23,50.0
19353,Grasshoppers,"출처,다국어",2,2,100.0
19354,Education Nightmare,"출처,다국어",2,3,100.0
19355,A Really Odd Sequence,"출처,다국어",3,3,100.0
19356,Spoonerisms,"스페셜 저지,출처,다국어,분류",4,12,33.333
19357,A Text Problem,"출처,다국어",2,4,50.0
19358,Waiter's Problem,"출처,다국어",3,3,100.0
19359,Even Three is Odd,"출처,다국어",1,1,100.0
19360,Walk of Length 6,"출처,다국어",1,1,100.0
19361,City United,"출처,다국어",2,4,50.0
19362,Coins 2,"출처,다국어",1,1,100.0
19363,Lowest Common Ancestor,"출처,다국어,분류",10,43,29.412
19364,Multi-stage Marathon,"출처,다국어",1,1,100.0
19365,Matrix Recurrence,"출처,다국어",0,1,0.0
19366,Permutation and noitatumreP,"출처,다국어",1,1,100.0
19367,Compressed LCS,"출처,다국어",0,0,0.0
19368,Circular Sectors,"스페셜 저지,출처,다국어,분류",1,2,100.0
19369,Welcome to ICPCCamp 2017,"출처,다국어",0,0,0.0
19370,Spanning Trees,"스페셜 저지,출처,다국어",1,2,50.0
19371,Triangle,"출처,다국어",1,4,25.0
19372,Boxes and Balls,"출처,다국어,분류",3,37,8.108
19373,Bit Operations,"스페셜 저지,출처,다국어",1,5,20.0
19374,Randomized Binary Search Tree,"스페셜 저지,출처,다국어",1,2,50.0
19375,Election,"출처,다국어",1,2,50.0
19376,Hash,"스페셜 저지,출처,다국어",1,2,50.0
19377,K-th String,"출처,다국어",1,1,100.0
19378,Shortest Path Queries,"출처,다국어,분류",4,7,66.667
19379,Kitamasa's Counterattack,"출처,다국어,분류",2,4,50.0
19380,Wrapping,"스페셜 저지,출처,다국어",7,15,46.667
19381,Ascending Tree,"출처,다국어,분류",12,29,48.0
19382,Bicycle Race,"출처,다국어",0,0,0.0
19383,Those Russian Hackers,"출처,다국어",0,0,0.0
19384,Circular Shift,"출처,다국어",0,0,0.0
19385,Frogs,"스페셜 저지,출처,다국어",0,0,0.0
19386,HDRF,"출처,다국어",0,0,0.0
19387,Counting Orders,"출처,다국어",0,0,0.0
19388,UFO Rectangles,"스페셜 저지,출처,다국어",0,0,0.0
19389,Test For An Intern,"스페셜 저지,출처,다국어",0,0,0.0
19390,Coprime Queries,"출처,다국어,분류",2,11,25.0
19391,2084,"스페셜 저지,출처,다국어",0,0,0.0
19392,Random Numbers,"스페셜 저지,출처,다국어",1,10,10.0
19393,Defense Tower,"출처,다국어",0,1,0.0
19394,Eulerian Orientation,"출처,다국어",1,1,100.0
19395,Tube Master II,"출처,다국어",0,0,0.0
19396,Palindrome,"출처,다국어",0,0,0.0
19397,Median on Binary Tree,"출처,다국어",0,0,0.0
19398,Card Shuffling,"출처,다국어",1,2,100.0
19399,Independent Events,"스페셜 저지,출처,다국어",2,40,6.452
19400,Territory Game,"출처,다국어",0,0,0.0
19401,Ascent Sequences,"출처,다국어,분류",3,6,50.0
19402,Buggy Combination Lock,"출처,다국어",5,15,33.333
19403,Cyclic Shifts,"출처,다국어,분류",1,4,50.0
19404,Distribution of Prize Money,"스페셜 저지,출처,다국어",1,1,100.0
19405,Exclusive Training,"출처,다국어,분류",16,80,21.622
19406,Fruit Game,"출처,다국어",1,1,100.0
19407,Greedy Coach,"스페셜 저지,출처,다국어",1,1,100.0
19408,Highly Composite Permutations,"스페셜 저지,출처,다국어",1,2,100.0
19409,Inversions in Lexicographical Order,"출처,다국어,분류",1,4,25.0
19410,Jogging in the Park,"스페셜 저지,출처,다국어,분류",2,2,100.0
19411,Keep Distance,"출처,다국어",1,1,100.0
19412,Hacker Cups and Balls,"출처,다국어",2,2,100.0
19413,Bored Dreamoon,"출처,다국어",1,1,100.0
19414,Crazy Dreamoon,"출처,다국어",1,1,100.0
19415,Forest Game,"출처,다국어",1,1,100.0
19416,Lines Game,"출처,다국어",1,1,100.0
19417,Lonely Dreamoon 2,"스페셜 저지,출처,다국어",1,1,100.0
